title,rate,cuisine,location,address,street,price_from,price_till,url
Bakso Malang Enggal,3.83,['Indonesia'],Burangrang,,"Jl. Burangrang No. 12, Burangrang, Bandung",Rp. 0,Rp. 50.000,https://pergikuliner.com/restaurants/bandung/bakso-malang-enggal-burangrang
Riverstone Bistro,4.30,['Barat'],Lembang,Komplek Setiabudi Regency,"Jl. Merah Delima Wing I, Lembang, Bandung",Rp. 50.000,Rp. 100.000,https://pergikuliner.com/restaurants/bandung/riverstone-bistro-lembang
Warunk UpNormal,3.83,['Indonesia'],Cihampelas,"Cihampelas Walk, Lantai Lower Ground, Broadway Street","Jl. Cihampelas No. 160, Cihampelas, Bandung",Rp. 0,Rp. 50.000,https://pergikuliner.com/restaurants/bandung/warunk-upnormal-cihampelas-2
Sunday Coffee,4.00,['Kafe'],Sarijadi,"Setrasari Plaza, Blok B1 No. 12","Jl. Prof. Dr. Surya Sumantri No. 120, Sarijadi, Bandung",Rp. 0,Rp. 50.000,https://pergikuliner.com/restaurants/bandung/sunday-coffee-sarijadi
Cascara Coffee,3.97,['Kafe'],Dago Atas,,"Jl. Sekejolang (Pertigaan Tebing Keraton), Dago Atas, Bandung",Rp. 0,Rp. 50.000,https://pergikuliner.com/restaurants/bandung/cascara-coffee-dago-atas
Mokopi Cafe,4.00,['Kafe'],Kiaracondong,,"Jl. H. Ibrahim Adjie No. 71, Kiaracondong, Bandung",Rp. 0,Rp. 50.000,https://pergikuliner.com/restaurants/bandung/mokopi-cafe-kiaracondong
Pepper Lunch,3.95,['Jepang'],Pasir Kaliki,"Istana Plaza, Lantai 3","Jl. Pasir Kaliki No. 121 - 123, Pasir Kaliki, Bandung",Rp. 100.000,Rp. 200.000,https://pergikuliner.com/restaurants/bandung/pepper-lunch-pasir-kaliki
J.CO Reserve,4.03,['Kafe'],Merdeka,,"Jl. Merdeka No. 54, Merdeka, Bandung",Rp. 50.000,Rp. 100.000,https://pergikuliner.com/restaurants/bandung/j-co-reserve-merdeka
Nolda Pocha,4.06,['Korea'],Burangrang,,"Jl. Burangrang No. 34, Burangrang, Bandung",Rp. 50.000,Rp. 100.000,https://pergikuliner.com/restaurants/bandung/nolda-pocha-burangrang
Temanlama,4.47,['Kafe'],Riau,,"Jl. Cendana No. 10, Riau, Bandung",Rp. 0,Rp. 50.000,https://pergikuliner.com/restaurants/bandung/temanlama-riau
Soomi Soomi,3.96,['Kafe'],Pasir Kaliki,,"Jl. Dr. Rajiman No. 17, Pasir Kaliki, Bandung",Rp. 50.000,Rp. 100.000,https://pergikuliner.com/restaurants/bandung/soomi-soomi-pasir-kaliki
Flourish,3.94,['Kafe'],Sarijadi,,"Jl. Prof. Dr. Sutami No. 58, Sarijadi, Bandung",Rp. 50.000,Rp. 100.000,https://pergikuliner.com/restaurants/bandung/flourish-sarijadi
Qahwa,3.92,['Arab/Timur Tengah'],Progo,,"Jl. Progo No. 1, Progo, Riau, Bandung",Rp. 50.000,Rp. 100.000,https://pergikuliner.com/restaurants/bandung/qahwa-progo
Jaliteunk Cafe & Resto,4.12,['Kafe'],Kopo,"Ruko Taman Kopo Indah III, Blok G No. 25","Jl. Kopo Bihbul, Kopo, Bandung",Rp. 50.000,Rp. 100.000,https://pergikuliner.com/restaurants/bandung/jaliteunk-cafe-dan-resto-kopo
Kedai Teko x Kozi Coffee,4.12,['Kafe'],Riau,,"Jl. Bengawan No. 77, Riau, Bandung",Rp. 50.000,Rp. 100.000,https://pergikuliner.com/restaurants/bandung/kedai-teko-x-kozi-coffee-riau
Nyapii,4.16,['Indonesia'],Buah Batu,,"Jl. Buah Batu No. 282, Buah Batu, Bandung",Rp. 0,Rp. 50.000,https://pergikuliner.com/restaurants/bandung/nyapii-buah-batu
Fella,4.20,['Kafe'],Riau,,"Jl. LLRE Martadinata No. 47, Riau, Bandung",Rp. 100.000,Rp. 200.000,https://pergikuliner.com/restaurants/bandung/fella-riau
Burger King,3.83,['Barat'],Pasir Kaliki,"23 Paskal Shopping Center, Lantai 3","Jl. Pasir Kaliki No. 25 - 27, Pasir Kaliki, Bandung",Rp. 50.000,Rp. 100.000,https://pergikuliner.com/restaurants/bandung/burger-king-pasir-kaliki
Myloc Coffee & Cafe,3.85,['Kafe'],Braga,,"Jl. Braga No. 111, Braga, Bandung",Rp. 0,Rp. 50.000,https://pergikuliner.com/restaurants/bandung/myloc-coffee-dan-cafe-braga
Coffee Toffee,3.88,['Kafe'],Dago Bawah,,"Jl. Siliwangi No. 14, Dago Bawah, Bandung",Rp. 50.000,Rp. 100.000,https://pergikuliner.com/restaurants/bandung/coffee-toffee-dago-bawah
Boemi Mitoha,3.91,['Indonesia'],Riau,,"Jl. Ciliwung No. 15, Riau, Bandung",Rp. 0,Rp. 50.000,https://pergikuliner.com/restaurants/bandung/boemi-mitoha-riau
RM Sinar Gakong,4.17,['China'],Trunojoyo,,"Jl. Sultan Agung No. 9, Trunojoyo, Bandung",Rp. 0,Rp. 50.000,https://pergikuliner.com/restaurants/bandung/rm-sinar-gakong-trunojoyo
RM Padang Bu Mus,4.07,['Indonesia'],Riau,,"Jl. Cimanuk No. 9, Riau, Bandung",Rp. 0,Rp. 50.000,https://pergikuliner.com/restaurants/bandung/rm-padang-bu-mus-riau
McDonald's,3.80,,['Dago Atas'],,"Jl. Ir. H. Juanda No. 181 - 183, Dago Atas, Bandung",Rp. 0,Rp. 50.000,https://pergikuliner.com/restaurants/bandung/mcdonald-s-dago-atas
Bahagia Kopi,3.78,['Kafe'],Banda,,"Jl. Banda No. 8, Banda, Riau, Bandung",Rp. 0,Rp. 50.000,https://pergikuliner.com/restaurants/bandung/bahagia-kopi-banda
Lawson,4.25,,['Lengkong'],,"Jl. Lengkong Kecil No. 72A, Lengkong, Bandung",Rp. 0,Rp. 50.000,https://pergikuliner.com/restaurants/bandung/lawson-lengkong
Maison De Gala,4.25,['Kafe'],Soekarno Hatta,,"Jl. Aria Utama No. 12, Soekarno Hatta, Bandung",Rp. 0,Rp. 50.000,https://pergikuliner.com/restaurants/bandung/maison-de-gala-soekarno-hatta
Tovi Kohi,4.25,['Kafe'],Soekarno Hatta,,"Jl. Riung Hegar Raya No. 22 (Lantai 3), Soekarno Hatta, Bandung",Rp. 0,Rp. 50.000,https://pergikuliner.com/restaurants/bandung/tovi-kohi-soekarno-hatta
Imah Kopi,3.98,['Kafe'],Lembang,,"Jl. Maribaya No. 3, Lembang, Bandung",Rp. 0,Rp. 50.000,https://pergikuliner.com/restaurants/bandung/imah-kopi-lembang
Fullmoon Coffee,3.91,['Kafe'],Sudirman,,"Jl. Jendral Sudirman No. 615, Sudirman, Bandung",Rp. 0,Rp. 50.000,https://pergikuliner.com/restaurants/bandung/fullmoon-coffee-sudirman
Kaluargi Jawa,4.53,['Kafe'],Jawa,,"Jl. Jawa No. 36A, Jawa, Bandung",Rp. 0,Rp. 50.000,https://pergikuliner.com/restaurants/bandung/kaluargi-jawa-jawa
Filosofi Kopi,3.89,['Kafe'],Braga,,"Jl. Braga No. 3, Braga, Bandung",Rp. 0,Rp. 50.000,https://pergikuliner.com/restaurants/bandung/filosofi-kopi-braga
Massimo Gelato,4.03,['Es Krim'],Dago Atas,District Dago,"Jl. Ir. H. Juanda No. 339, Dago Atas, Bandung",Rp. 0,Rp. 50.000,https://pergikuliner.com/restaurants/bandung/massimo-gelato-dago-atas
Beehive Cafe and Eatery,3.81,['Barat'],Dago Bawah,,"Jl. Dayang Sumbi No. 1, Dago Bawah, Bandung",Rp. 50.000,Rp. 100.000,https://pergikuliner.com/restaurants/bandung/beehive-cafe-and-eatery-dago-bawah
Tekun,4.20,['Minuman'],Surapati,,"Jl. Cikutra Barat No. 48, Surapati, Bandung",Rp. 0,Rp. 50.000,https://pergikuliner.com/restaurants/bandung/tekun-surapati
Waroeng Snoepen,4.12,['Kafe'],Gegerkalong,,"Jl. Rusa Pinus Raya Blok E No. 1B, Gegerkalong, Bandung",Rp. 50.000,Rp. 100.000,https://pergikuliner.com/restaurants/bandung/waroeng-snoepen-gegerkalong
KOI The,3.93,['Kafe'],Gatot Subroto,"Trans Studio Mall Bandung, Lantai 2","Jl. Gatot Subroto No. 289, Gatot Subroto, Bandung",Rp. 0,Rp. 50.000,https://pergikuliner.com/restaurants/bandung/koi-the-gatot-subroto
Terminale Gelato,3.91,['Es Krim'],Cibadak,ChinaTown Bandung,"Jl. Kelenteng No. 14, Cibadak, Bandung",Rp. 0,Rp. 50.000,https://pergikuliner.com/restaurants/bandung/terminale-gelato-cibadak
Bandung Cheesecuit,3.91,['Toko Kue'],Dago Bawah,,"Jl. Ir. H. Juanda No. 91A, Dago Bawah, Bandung",Rp. 0,Rp. 50.000,https://pergikuliner.com/restaurants/bandung/bandung-cheesecuit-dago-bawah
Lelebo,3.86,['Indonesia'],Ciumbuleuit,,"Jl. Punclut No. 234, Ciumbuleuit, Bandung",Rp. 0,Rp. 50.000,https://pergikuliner.com/restaurants/bandung/lelebo-ciumbuleuit
Sambal Mangga Cak Kohar Lamongan,3.90,['Indonesia'],Dipatiukur,,"Jl. Dipatiukur No. 42, Dipatiukur, Bandung",Rp. 0,Rp. 50.000,https://pergikuliner.com/restaurants/bandung/sambal-mangga-cak-kohar-lamongan-dipatiukur
Kinokimi Backyard,3.90,['Kafe'],Buah Batu,,"Jl. Buah Batu No. 132, Buah Batu, Bandung",Rp. 50.000,Rp. 100.000,https://pergikuliner.com/restaurants/bandung/kinokimi-backyard-buah-batu
Sop Konro Marannu,3.77,['Indonesia'],Riau,,"Jl. LLRE Martadinata No. 189, Riau, Bandung",Rp. 50.000,Rp. 100.000,https://pergikuliner.com/restaurants/bandung/sop-konro-marannu-riau
KenHotBar,3.81,['Jepang'],Lengkong,,"Jl. Lengkong Kecil No. 58, Lengkong, Bandung",Rp. 50.000,Rp. 100.000,https://pergikuliner.com/restaurants/bandung/kenhotbar-lengkong-2
Kopitera,3.88,['Kafe'],Buah Batu,,"Jl. Karawitan No. 85, Buah Batu, Bandung",Rp. 50.000,Rp. 100.000,https://pergikuliner.com/restaurants/bandung/kopitera-buah-batu
Kanoko Coffee,4.07,['Kafe'],Dago Atas,2510 Indekost/Roetjiin,"Jl. Dago Asri I No. 24, Dago Atas, Bandung",Rp. 0,Rp. 50.000,https://pergikuliner.com/restaurants/bandung/kanoko-coffee-dago-atas
Simini Coffee,4.30,['Kafe'],Riau,,"Jl. Tanjung No. 10, Riau, Bandung",Rp. 0,Rp. 50.000,https://pergikuliner.com/restaurants/bandung/simini-coffee-riau
Nurona Space,4.00,['Kafe'],Arcamanik,,"Jl. Arcamanik Endah No. 40A, Arcamanik, Bandung",Rp. 0,Rp. 50.000,https://pergikuliner.com/restaurants/bandung/nurona-space-arcamanik
Kopi Ireng,4.03,['Kafe'],Dago Atas,,"Jl. Bukit Pakar Timur No. 1, Dago Atas, Bandung",Rp. 50.000,Rp. 100.000,https://pergikuliner.com/restaurants/bandung/kopi-ireng-dago-atas
Tahu Sumedang Renyah,4.00,['Indonesia'],Lembang,,"Jl. Raya Lembang No. 216/278, Lembang, Bandung",Rp. 0,Rp. 50.000,https://pergikuliner.com/restaurants/bandung/tahu-sumedang-renyah-lembang
Cups Coffee & Kitchen,3.79,['Kafe'],Trunojoyo,,"Jl. Trunojoyo No. 25, Trunojoyo, Bandung",Rp. 50.000,Rp. 100.000,https://pergikuliner.com/restaurants/bandung/cups-coffee-dan-kitchen-trunojoyo
Djournal Coffee,3.87,['Kafe'],Sukajadi,"Paris Van Java, Lantai Ground (Resort Level)","Jl. Sukajadi No. 137 - 139, Sukajadi, Bandung",Rp. 50.000,Rp. 100.000,https://pergikuliner.com/restaurants/bandung/djournal-coffee-sukajadi
Kopi Selasar,3.86,['Kafe'],Dago Atas,,"Jl. Bukit Pakar Timur No. 100, Dago Atas, Bandung",Rp. 50.000,Rp. 100.000,https://pergikuliner.com/restaurants/bandung/kopi-selasar-dago-atas
Mie Gacoan,3.87,['Indonesia'],Pasir Kaliki,,"Jl. Pasir Kaliki No. 181, Pasir Kaliki, Bandung",Rp. 0,Rp. 50.000,https://pergikuliner.com/restaurants/bandung/mie-gacoan-pasir-kaliki
Ton Kedai,3.98,['Jepang'],Ahmad Yani,"Komplek Ruko Segitiga Mas Kosambi, Blok E No. 12 - 13","Jl. Jenderal Ahmad Yani No. 221 - 223, Ahmad Yani, Bandung",Rp. 0,Rp. 50.000,https://pergikuliner.com/restaurants/bandung/ton-kedai-ahmad-yani
Mie Baso Joko Sirod,3.91,['Indonesia'],Naripan,,"Jl. Naripan No. 54, Naripan, Bandung",Rp. 0,Rp. 50.000,https://pergikuliner.com/restaurants/bandung/mie-baso-joko-sirod-naripan-2
Sagoo Kitchen,3.96,['Indonesia'],Pasir Kaliki,"23 Paskal Shopping Center, Lantai 3","Jl. Pasir Kaliki No. 25 - 27, Pasir Kaliki, Bandung",Rp. 50.000,Rp. 100.000,https://pergikuliner.com/restaurants/bandung/sagoo-kitchen-pasir-kaliki
Bakmie Tjo Kin,3.79,['Indonesia'],Riau,,"Jl. Cihapit No. 18, Riau, Bandung",Rp. 0,Rp. 50.000,https://pergikuliner.com/restaurants/bandung/bakmie-tjo-kin-riau
Dilima Soup & Coffee,4.05,['Kafe'],Trunojoyo,,"Jl. Bahureksa No. 5, Trunojoyo, Bandung",Rp. 0,Rp. 50.000,https://pergikuliner.com/restaurants/bandung/dilima-soup-dan-coffee-trunojoyo
Kopi Mandja,3.97,['Kafe'],Progo,,"Jl. Progo No. 30, Progo, Riau, Bandung",Rp. 0,Rp. 50.000,https://pergikuliner.com/restaurants/bandung/kopi-mandja-progo
Grace Coffee & Space,4.00,['Kafe'],Ciumbuleuit,,"Jl. Ciumbuleuit No. 112, Ciumbuleuit, Bandung",Rp. 50.000,Rp. 100.000,https://pergikuliner.com/restaurants/bandung/grace-coffee-dan-space-ciumbuleuit
Yoichiz,4.02,['Toko Kue'],Sarijadi,Winner Bratwurst,"Jl. Setrasari No. 42, Sarijadi, Bandung",Rp. 0,Rp. 50.000,https://pergikuliner.com/restaurants/bandung/yoichiz-sarijadi
HokBen (Hoka Hoka Bento),4.00,,['Buah Batu'],,"Jl. Buah Batu No. 229, Buah Batu, Bandung",Rp. 50.000,Rp. 100.000,https://pergikuliner.com/restaurants/bandung/hokben-hoka-hoka-bento-buah-batu
Sliced Pizzeria,3.95,['Barat'],Dago Bawah,,"Jl. Ranggamalela No. 8 (Lantai 2), Dago Bawah, Bandung",Rp. 50.000,Rp. 100.000,https://pergikuliner.com/restaurants/bandung/sliced-pizzeria-dago-bawah
Mie Akuy Antapani,4.16,['Indonesia'],Antapani,,"Jl. Kuningan Raya No. 42, Antapani, Bandung",Rp. 0,Rp. 50.000,https://pergikuliner.com/restaurants/bandung/mie-akuy-antapani-antapani
Santosha,4.16,['Italia'],Dago Atas,,"Jl. Dago Elos I No. 4, Dago Atas, Bandung",Rp. 0,Rp. 50.000,https://pergikuliner.com/restaurants/bandung/santosha-dago-atas
Maboo,4.03,['Korea'],Pasir Kaliki,"Paskal Hypersquare, Blok B No. 63","Jl. Pasir Kaliki No. 25 - 27, Pasir Kaliki, Bandung",Rp. 50.000,Rp. 100.000,https://pergikuliner.com/restaurants/bandung/maboo-pasir-kaliki
88 Garage Cafe,4.00,['Kafe'],Ahmad Yani,"Selamet Jaya Ban, Lantai 2","Jl. Jenderal Ahmad Yani No. 260, Ahmad Yani, Bandung",Rp. 0,Rp. 50.000,https://pergikuliner.com/restaurants/bandung/88-garage-cafe-ahmad-yani
Seblak Ngebul,4.06,['Indonesia'],Cilaki,,"Jl. Cilaki No. 43, Cilaki, Bandung",Rp. 0,Rp. 50.000,https://pergikuliner.com/restaurants/bandung/seblak-ngebul-cilaki
Grillnesia,4.06,"['Indonesia', 'Barat']",Kota Baru Parahyangan,,"Jl. Banyak Niaga Kulon No. 17, Kota Baru Parahyangan, Bandung",Rp. 50.000,Rp. 100.000,https://pergikuliner.com/restaurants/bandung/grillnesia-kota-baru-parahyangan
Oharang BBQ,3.88,['Korea'],Merdeka,,"Jl. Purnawarman No. 2, Merdeka, Bandung",Rp. 100.000,Rp. 200.000,https://pergikuliner.com/restaurants/bandung/oharang-bbq-merdeka
Matsuri Jiro,3.89,['Jepang'],Setiabudhi,,"Jl. Dr. Setiabudhi No. 24A, Setiabudhi, Bandung",Rp. 100.000,Rp. 200.000,https://pergikuliner.com/restaurants/bandung/matsuri-jiro-setiabudhi
The 18th Restaurant and Lounge - The Trans Luxury Hotel,4.35,['Barat'],Gatot Subroto,"The Trans Luxury Hotel, Lantai 18","Jl. Gatot Subroto No. 289, Gatot Subroto, Bandung",Rp. 200.000,,https://pergikuliner.com/restaurants/bandung/the-18th-restaurant-and-lounge-the-trans-luxury-hotel-gatot-subroto
Kuro Koffee,4.25,['Kafe'],Kota Baru Parahyangan,"Ruko Pancawarna, No. 12","Jl. Bujanggamanik, Kota Baru Parahyangan, Bandung",Rp. 0,Rp. 50.000,https://pergikuliner.com/restaurants/bandung/kuro-koffee-kota-baru-parahyangan
Red Dimsum,3.90,['China'],Dipatiukur,,"Jl. Singa Perbangsa No. 104, Dipatiukur, Bandung",Rp. 0,Rp. 50.000,https://pergikuliner.com/restaurants/bandung/red-dimsum-dipatiukur-2
Chikuro,3.96,['Snack'],Cihampelas,"Cihampelas Walk, Lantai Ground","Jl. Cihampelas No. 160, Cihampelas, Bandung",Rp. 0,Rp. 50.000,https://pergikuliner.com/restaurants/bandung/chikuro-cihampelas
Sop Djanda,3.94,['Indonesia'],Soekarno Hatta,,"Jl. Soekarno Hatta No. 723, Soekarno Hatta, Bandung",Rp. 0,Rp. 50.000,https://pergikuliner.com/restaurants/bandung/sop-djanda-soekarno-hatta
Belle’s Munchies,4.10,['Toko Roti dan Kue'],Pasir Kaliki,"Paskal Hypersquare, Paskal Lodge","Jl. Pasir Kaliki No. 25 - 27, Pasir Kaliki, Bandung",Rp. 0,Rp. 50.000,https://pergikuliner.com/restaurants/bandung/belle-s-munchies-pasir-kaliki
Yamcha,4.10,['China'],Buah Batu,,"Jl. Buah Batu No. 222A, Buah Batu, Bandung",Rp. 0,Rp. 50.000,https://pergikuliner.com/restaurants/bandung/yamcha-buah-batu
Toyama,4.10,['Jepang'],Kota Baru Parahyangan,"Ruko Pancawarna, No. 65 - 67","Jl. Bujanggamanik, Kota Baru Parahyangan, Bandung",Rp. 50.000,Rp. 100.000,https://pergikuliner.com/restaurants/bandung/toyama-kota-baru-parahyangan
Yugen at 28,4.00,['Kafe'],Pajajaran,,"Jl. Moch. Yunus No. 28, Pajajaran, Bandung",Rp. 0,Rp. 50.000,https://pergikuliner.com/restaurants/bandung/yugen-at-28-pajajaran
Buih Kopi,3.85,['Kafe'],Trunojoyo,,"Jl. Trunojoyo No. 40, Trunojoyo, Bandung",Rp. 0,Rp. 50.000,https://pergikuliner.com/restaurants/bandung/buih-kopi-trunojoyo
The Soko Coffee Tea Chocolate,3.93,['Kafe'],Dago Atas,Wisma Joglo,"Jl. Resort Dago Pakar No. 19, Dago Atas, Bandung",Rp. 50.000,Rp. 100.000,https://pergikuliner.com/restaurants/bandung/the-soko-coffee-tea-chocolate-dago-atas
Lontong Kari Kebon Karet,3.78,['Indonesia'],Otto Iskandardinata,,"Jl. Otto Iskandardinata Gang Kebon Karet No. 28 , Otto Iskandardinata, Bandung",Rp. 0,Rp. 50.000,https://pergikuliner.com/restaurants/bandung/lontong-kari-kebon-karet-otto-iskandardinata
Ronde Jahe Luna,4.20,['Indonesia'],Cibaduyut,,"Jl. Indrayasa No. 188, Cibaduyut, Bandung",Rp. 0,Rp. 50.000,https://pergikuliner.com/restaurants/bandung/ronde-jahe-luna-cibaduyut
Northwood Fast Casual Dining,4.12,['Kafe'],Riau,T-SPACE by Taeyang Kulture,"Jl. Gandapura No. 71B, Riau, Bandung",Rp. 0,Rp. 50.000,https://pergikuliner.com/restaurants/bandung/northwood-fast-casual-dining-riau
Seduh Sembuh,3.93,['Kafe'],Dipatiukur,Gedung Graha Ariadi Putra,"Jl. Haji Wasid No. 29, Dipatiukur, Bandung",Rp. 0,Rp. 50.000,https://pergikuliner.com/restaurants/bandung/seduh-sembuh-dipatiukur
Ayam Goreng & Bakar Pak H. Nanang,4.08,['Indonesia'],Lembang,,"Jl. Raya Lembang No. 280, Lembang, Bandung",Rp. 0,Rp. 50.000,https://pergikuliner.com/restaurants/bandung/ayam-goreng-dan-bakar-pak-h-nanang-lembang
Waroeng Seafood 89,4.47,['Indonesia'],Soekarno Hatta,,"Jl. Soekarno Hatta No. 89, Soekarno Hatta, Bandung",Rp. 50.000,Rp. 100.000,https://pergikuliner.com/restaurants/bandung/waroeng-seafood-89-soekarno-hatta
Teuan,3.93,['Kafe'],Lembang,,"Jl. Maribaya No. 11B, Lembang, Bandung",Rp. 50.000,Rp. 100.000,https://pergikuliner.com/restaurants/bandung/teuan-lembang
Mie Roemah,4.04,['Indonesia'],Buah Batu,,"Jl. Pasirluyu V No. 4, Buah Batu, Bandung",Rp. 0,Rp. 50.000,https://pergikuliner.com/restaurants/bandung/mie-roemah-buah-batu
Lotek Mahmud,3.88,['Indonesia'],Pasir Kaliki,,"Jl. Mahmud lV No. 9, Pasir Kaliki, Bandung",Rp. 0,Rp. 50.000,https://pergikuliner.com/restaurants/bandung/lotek-mahmud-pasir-kaliki
Bubur Ayam Mang H. Oyo,3.86,['Indonesia'],Trunojoyo,Kaka (Kabar Kampus) Cafe,"Jl. Sultan Tirtayasa No. 49, Trunojoyo, Bandung",Rp. 0,Rp. 50.000,https://pergikuliner.com/restaurants/bandung/bubur-ayam-mang-h-oyo-trunojoyo
Coco Dose,4.00,['Minuman'],Dipatiukur,,"Jl. Teuku Umar No. 31, Dipatiukur, Bandung",Rp. 0,Rp. 50.000,https://pergikuliner.com/restaurants/bandung/coco-dose-dipatiukur
Rumah Kayu,4.00,['Indonesia'],Lembang,Komplek BTN Pusdik Ajen,"Jl. Wira No. A-22, Lembang, Bandung",Rp. 0,Rp. 50.000,https://pergikuliner.com/restaurants/bandung/rumah-kayu-lembang-3
Gubug Makan Mang Engking,3.94,['Indonesia'],Lembang,,"Jl. Tangkuban Perahu No. 68, Lembang, Bandung",Rp. 50.000,Rp. 100.000,https://pergikuliner.com/restaurants/bandung/gubug-makan-mang-engking-lembang
Starbucks,4.03,['Kafe'],Pajajaran,PPAU Building,"Jl. Pajajaran No. 156, Pajajaran, Bandung",Rp. 50.000,Rp. 100.000,https://pergikuliner.com/restaurants/bandung/starbucks-pajajaran-2
Bebeke Om Aris,4.03,['Indonesia'],Kopo,,"Jl. Kopo No. 593, Kopo, Bandung",Rp. 0,Rp. 50.000,https://pergikuliner.com/restaurants/bandung/bebeke-om-aris-kopo
Amity Coffee & Space,4.06,['Kafe'],Riau,,"Jl. Gandapura No. 55, Riau, Bandung",Rp. 50.000,Rp. 100.000,https://pergikuliner.com/restaurants/bandung/amity-coffee-dan-space-riau
Starbucks,3.84,['Kafe'],Pasir Koja,"Festival Citylink, Lantai Ground","Jl. Peta No. 241, Pasir Koja, Bandung",Rp. 50.000,Rp. 100.000,https://pergikuliner.com/restaurants/bandung/starbucks-pasir-koja
Koffie Braga,3.79,['Kafe'],Braga,,"Jl. Braga No. 77, Braga, Bandung",Rp. 0,Rp. 50.000,https://pergikuliner.com/restaurants/bandung/koffie-braga-braga
Bawean,3.91,"['Kafe', 'Toko Roti dan Kue']",Riau,,"Jl. LLRE Martadinata No. 138 - 140, Riau, Bandung",Rp. 50.000,Rp. 100.000,https://pergikuliner.com/restaurants/bandung/bawean-riau
Bapao Lena,4.00,['Bakpao'],Astana Anyar,,"Jl. Kalipah Apo No. 65, Astana Anyar, Bandung",Rp. 0,Rp. 50.000,https://pergikuliner.com/restaurants/bandung/bapao-lena-astana-anyar
Melanger Les Space,4.03,['Kafe'],Dipatiukur,,"Jl. Haji Wasid No. 5, Dipatiukur, Bandung",Rp. 50.000,Rp. 100.000,https://pergikuliner.com/restaurants/bandung/melanger-les-space-dipatiukur
House of Taste Coffee,4.10,['Kafe'],Buah Batu,,"Jl. Karawitan No. 125A, Buah Batu, Bandung",Rp. 0,Rp. 50.000,https://pergikuliner.com/restaurants/bandung/house-of-taste-coffee-buah-batu
Teppanlab,4.03,['Jepang'],Setiabudhi,Rumah Mode,"Jl. Dr. Setiabudhi No. 41, Setiabudhi, Bandung",Rp. 50.000,Rp. 100.000,https://pergikuliner.com/restaurants/bandung/teppanlab-setiabudhi
Tjendana Bistro,4.07,['Indonesia'],Sukajadi,,"Jl. Sukajadi No. 181, Sukajadi, Bandung",Rp. 50.000,Rp. 100.000,https://pergikuliner.com/restaurants/bandung/tjendana-bistro-sukajadi
Rpublic Eatery,3.91,['Kafe'],Trunojoyo,,"Jl. Bahureksa No. 15, Trunojoyo, Bandung",Rp. 50.000,Rp. 100.000,https://pergikuliner.com/restaurants/bandung/rpublic-eatery-trunojoyo
Sierra,3.98,"['Indonesia', 'Barat', 'Italia']",Dago Atas,,"Jl. Bukit Pakar Timur No. 33, Dago Atas, Bandung",Rp. 100.000,Rp. 200.000,https://pergikuliner.com/restaurants/bandung/sierra-dago-atas
Serasa Salad Bar,3.81,['Barat'],Cilaki,,"Jl. Cilaki No. 45, Cilaki, Bandung",Rp. 50.000,Rp. 100.000,https://pergikuliner.com/restaurants/bandung/serasa-salad-bar-cilaki
Sate Taichan Bengawan,3.73,['Indonesia'],Riau,,"Jl. Taman Cibeunying Selatan No. 5, Riau, Bandung",Rp. 0,Rp. 50.000,https://pergikuliner.com/restaurants/bandung/sate-taichan-bengawan-riau-3
Bakmie Aloi,3.88,['China'],Andir,,"Jl. Kebon Jati No. 179, Andir, Bandung",Rp. 0,Rp. 50.000,https://pergikuliner.com/restaurants/bandung/bakmie-aloi-andir
Dago Terrace Coffee & Pizza,4.16,['Kafe'],Dago Atas,,"Jl. Sentra Dago Pakar Raya No. 11 - 12, Dago Atas, Bandung",Rp. 50.000,Rp. 100.000,https://pergikuliner.com/restaurants/bandung/dago-terrace-coffee-dan-pizza-dago-atas
Mangkokku,4.25,,['Sarijadi'],,"Jl. Setrasari Kulon II No. 16, Sarijadi, Bandung",Rp. 50.000,Rp. 100.000,https://pergikuliner.com/restaurants/bandung/mangkokku-sarijadi
Nanibar Kapau,4.25,['Indonesia'],Gatot Subroto,,"Jl. Gatot Subroto No. 160, Gatot Subroto, Bandung",Rp. 0,Rp. 50.000,https://pergikuliner.com/restaurants/bandung/nanibar-kapau-gatot-subroto
Co.choc,3.96,['Minuman'],Antapani,,"Jl. Terusan Jakarta No. 228, Antapani, Bandung",Rp. 0,Rp. 50.000,https://pergikuliner.com/restaurants/bandung/co-choc-antapani
Soto Mie Bakut Sukabumi Ko Ricky,3.93,['Indonesia'],Sudirman,Sudirman Street Day & Night Market,"Jl. Jendral Sudirman No. 107, Sudirman, Bandung",Rp. 50.000,Rp. 100.000,https://pergikuliner.com/restaurants/bandung/soto-mie-bakut-sukabumi-ko-ricky-sudirman
Tuju Coffee & Eatery,3.93,['Kafe'],Riau,,"Jl. Ambon No. 14, Riau, Bandung",Rp. 50.000,Rp. 100.000,https://pergikuliner.com/restaurants/bandung/tuju-coffee-dan-eatery-riau
Burger Bageur,4.06,['Barat'],Sarijadi,,"Jl. Sarimanah No. 30, Sarijadi, Bandung",Rp. 0,Rp. 50.000,https://pergikuliner.com/restaurants/bandung/burger-bageur-sarijadi
Miesop Malaya,4.03,['Indonesia'],Cilaki,,"Jl. Taman Cibeunying Utara No. 10, Cilaki, Bandung",Rp. 0,Rp. 50.000,https://pergikuliner.com/restaurants/bandung/miesop-malaya-cilaki
