title,rate,cuisine,location,address,street,price_from,price_till,url
Old Ben's,4.13,['Kafe'],Kota Baru Parahyangan,"Ruko Pancawarna, No. 71","Jl. Bujanggamanik, Kota Baru Parahyangan, Bandung",Rp. 50.000,Rp. 100.000,https://pergikuliner.com/restaurants/bandung/old-ben-s-kota-baru-parahyangan
Gerobak Sate Taichan,4.60,['Indonesia'],Buah Batu,,"Jl. Margacinta No. 175, Buah Batu, Bandung",Rp. 0,Rp. 50.000,https://pergikuliner.com/restaurants/bandung/gerobak-sate-taichan-buah-batu
Kopi Wolu,3.80,['Kafe'],Otto Iskandardinata,,"Jl. Otto Iskandardinata No. 381, Otto Iskandardinata, Bandung",Rp. 0,Rp. 50.000,https://pergikuliner.com/restaurants/bandung/kopi-wolu-otto-iskandardinata
Mie Merapi,3.75,['Indonesia'],Surapati,,"Jl. Pahlawan No. 24, Surapati, Bandung",Rp. 0,Rp. 50.000,https://pergikuliner.com/restaurants/bandung/mie-merapi-surapati
Tobo Indonesia,3.65,['Jepang'],Riau,,"Jl. Cihapit No. 25B, Riau, Bandung",Rp. 0,Rp. 50.000,https://pergikuliner.com/restaurants/bandung/tobo-indonesia-riau
Perkedel Miyo,3.80,['Snack'],Sunda,Toserba Yogya Sunda,"Jl. Sunda No. 60, Sunda, Bandung",Rp. 0,Rp. 50.000,https://pergikuliner.com/restaurants/bandung/perkedel-miyo-sunda
Midori,4.20,['Jepang'],Trunojoyo,,"Jl. Sultan Tirtayasa No. 31, Trunojoyo, Bandung",Rp. 100.000,Rp. 200.000,https://pergikuliner.com/restaurants/bandung/midori-trunojoyo
Bakmi GM,3.76,['Indonesia'],Merdeka,"Bandung Electronic Center, Lantai Street","Jl. Purnawarman No. 13 - 15, Merdeka, Bandung",Rp. 0,Rp. 50.000,https://pergikuliner.com/restaurants/bandung/bakmi-gm-merdeka
I Scream for Ice Cream,3.88,['Es Krim'],Dago Bawah,,"Jl. Hariangbanga No. 17, Dago Bawah, Bandung",Rp. 0,Rp. 50.000,https://pergikuliner.com/restaurants/bandung/i-scream-for-ice-cream-dago-bawah
Bebek Goreng H. Slamet,4.07,['Indonesia'],Supratman,,"Jl. Supratman No. 49, Supratman, Bandung",Rp. 0,Rp. 50.000,https://pergikuliner.com/restaurants/bandung/bebek-goreng-h-slamet-supratman
McDonald's,3.83,,['Soekarno Hatta'],,"Jl. Soekarno Hatta No. 612, Soekarno Hatta, Bandung",Rp. 0,Rp. 50.000,https://pergikuliner.com/restaurants/bandung/mcdonald-s-soekarno-hatta
El Pietro,3.67,['Kafe'],Trunojoyo,,"Jl. Trunojoyo No. 11, Trunojoyo, Bandung",Rp. 0,Rp. 50.000,https://pergikuliner.com/restaurants/bandung/el-pietro-trunojoyo
Kiara Kopi,4.00,['Kafe'],Buah Batu,,"Jl. Buah Batu No. 271, Buah Batu, Bandung",Rp. 0,Rp. 50.000,https://pergikuliner.com/restaurants/bandung/kiara-kopi-buah-batu
RamenYA!,3.68,['Jepang'],Pasir Koja,"Festival Citylink, Lantai Ground","Jl. Peta No. 241, Pasir Koja, Bandung",Rp. 50.000,Rp. 100.000,https://pergikuliner.com/restaurants/bandung/ramenya-pasir-koja
Ganbatea,3.80,['Kafe'],Pasir Kaliki,"Paskal Hypersquare, Blok C No. 56","Jl. Pasir Kaliki No. 25 - 27, Pasir Kaliki, Bandung",Rp. 0,Rp. 50.000,https://pergikuliner.com/restaurants/bandung/ganbatea-pasir-kaliki
Happy Fat,3.92,['Minuman'],Cibiru,,"Jl. A. H. Nasution (Seberang Shop & Drive), Cibiru, Bandung",Rp. 0,Rp. 50.000,https://pergikuliner.com/restaurants/bandung/happy-fat-cibiru
Loko Coffee Shop,3.69,['Kafe'],Pasir Kaliki,"Stasiun Bandung, Pintu Utara","Jl. Kebon Kawung, Pasir Kaliki, Bandung",Rp. 0,Rp. 50.000,https://pergikuliner.com/restaurants/bandung/loko-coffee-shop-pasir-kaliki
Kartika Sari,3.76,['Toko Roti dan Kue'],Cicendo,,"Jl. Kebon Jukut No. 3C, Cicendo, Bandung",Rp. 0,Rp. 50.000,https://pergikuliner.com/restaurants/bandung/kartika-sari-cicendo
Bola Ubi Legit,4.30,['Snack'],Cibadak,,"Jl. Cibadak (Seberang Bakmie Karet), Cibadak, Bandung",Rp. 0,Rp. 50.000,https://pergikuliner.com/restaurants/bandung/bola-ubi-legit-cibadak
Pho Ngon,3.76,['Vietnam'],Mekar Wangi,,"Jl. Mekar Utama No. 45, Mekar Wangi, Bandung",Rp. 50.000,Rp. 100.000,https://pergikuliner.com/restaurants/bandung/pho-ngon-mekar-wangi
Hap Seng Kee,3.83,['Singapura'],Andir,,"Jl. Garuda No. 29, Andir, Bandung",Rp. 50.000,Rp. 100.000,https://pergikuliner.com/restaurants/bandung/hap-seng-kee-andir
KABIN (Kedai Anak Binjai),4.00,['Kafe'],Kota Baru Parahyangan,"Ruko Pancawarna, Blok D No. 92 - 95","Jl. Bujanggamanik, Kota Baru Parahyangan, Bandung",Rp. 0,Rp. 50.000,https://pergikuliner.com/restaurants/bandung/kabin-kedai-anak-binjai-kota-baru-parahyangan
Ottoman Kebab,4.00,['Arab/Timur Tengah'],Sudirman,Sudirman Street Day & Night Market,"Jl. Jendral Sudirman No. 107, Sudirman, Bandung",Rp. 0,Rp. 50.000,https://pergikuliner.com/restaurants/bandung/ottoman-kebab-sudirman
Theo's Wife Lois,4.13,,['Riau'],,"Jl. Progo No. 23, Riau, Bandung",Rp. 0,Rp. 50.000,https://pergikuliner.com/restaurants/bandung/theo-s-wife-lois-riau
Kkokiyo,3.95,['Korea'],Kota Baru Parahyangan,"Ruko Pancawarna, No. 20","Jl. Bujanggamanik, Kota Baru Parahyangan, Bandung",Rp. 50.000,Rp. 100.000,https://pergikuliner.com/restaurants/bandung/kkokiyo-kota-baru-parahyangan
The Pleasant Service,4.00,['Kafe'],Riau,,"Jl. Mangga No. 37A, Riau, Bandung",Rp. 0,Rp. 50.000,https://pergikuliner.com/restaurants/bandung/the-pleasant-service-riau
TONES Number 6,3.90,['Kafe'],Supratman,,"Jl. Terusan Cisokan No. 6, Supratman, Bandung",Rp. 50.000,Rp. 100.000,https://pergikuliner.com/restaurants/bandung/tones-number-6-supratman
Shinrai,3.96,"['Kafe', 'Jepang']",Buah Batu,,"Jl. Reog No. 2A, Buah Batu, Bandung",Rp. 0,Rp. 50.000,https://pergikuliner.com/restaurants/bandung/shinrai-buah-batu
Tibra Eatery,3.70,['Kafe'],Lembang,Villa Tibra,"Jl. Kolonel Masturi No. 508C, Lembang, Bandung",Rp. 50.000,Rp. 100.000,https://pergikuliner.com/restaurants/bandung/tibra-eatery-lembang
Cuanki Tjendana,4.00,['Indonesia'],Riau,,"Jl. Taman Pramuka No. 189A, Riau, Bandung",Rp. 0,Rp. 50.000,https://pergikuliner.com/restaurants/bandung/cuanki-tjendana-riau
Mie Tulang Anan,3.65,['Indonesia'],Wastukencana,,"Jl. Wastukencana Gang Nangkasuni No. 1, Wastukencana, Bandung",Rp. 0,Rp. 50.000,https://pergikuliner.com/restaurants/bandung/mie-tulang-anan-wastukencana
KFC,3.72,,['Pasir Koja'],"Festival Citylink, Lantai 3, Terrazo Food & Venue","Jl. Peta No. 241, Pasir Koja, Bandung",Rp. 0,Rp. 50.000,https://pergikuliner.com/restaurants/bandung/kfc-pasir-koja
Tous Les Jours,3.77,['Toko Roti dan Kue'],Pasir Kaliki,"23 Paskal Shopping Center, Lantai 1","Jl. Pasir Kaliki No. 25 - 27, Pasir Kaliki, Bandung",Rp. 0,Rp. 50.000,https://pergikuliner.com/restaurants/bandung/tous-les-jours-pasir-kaliki
Laxmi,4.40,['Kafe'],Sarijadi,NuArt Sculpture Park,"Jl. Setra Duta Raya Blok L6, Sarijadi, Bandung",Rp. 50.000,Rp. 100.000,https://pergikuliner.com/restaurants/bandung/laxmi-sarijadi
BPK Sukadame,4.40,['Indonesia'],Soekarno Hatta,,"Jl. Soekarno Hatta No. 213, Soekarno Hatta, Bandung",Rp. 0,Rp. 50.000,https://pergikuliner.com/restaurants/bandung/bpk-sukadame-soekarno-hatta
Pesona Kampung Sunda,4.40,['Indonesia'],Cisangkuy,,"Jl. Cisangkuy No. 56, Cisangkuy, Bandung",Rp. 0,Rp. 50.000,https://pergikuliner.com/restaurants/bandung/pesona-kampung-sunda-cisangkuy
Bakso Solo Samrat,4.40,['Indonesia'],Burangrang,,"Jl. Burangrang No. 24, Burangrang, Bandung",Rp. 0,Rp. 50.000,https://pergikuliner.com/restaurants/bandung/bakso-solo-samrat-burangrang
Go! Go! Curry!,4.40,['Jepang'],Gatot Subroto,"Trans Studio Mall Bandung, Lantai 2","Jl. Gatot Subroto No. 289, Gatot Subroto, Bandung",Rp. 50.000,Rp. 100.000,https://pergikuliner.com/restaurants/bandung/go-go-curry-gatot-subroto
RM Ibu Murni,4.40,['Indonesia'],Kiaracondong,,"Jl. H. Ibrahim Adjie No. 430, Kiaracondong, Bandung",Rp. 0,Rp. 50.000,https://pergikuliner.com/restaurants/bandung/rm-ibu-murni-kiaracondong
Kozi x Marawa,4.07,['Kafe'],Dago Atas,,"Jl. Kidang Pananjung No. 6, Dago Atas, Bandung",Rp. 0,Rp. 50.000,https://pergikuliner.com/restaurants/bandung/kozi-x-marawa-dago-atas
Cheskee,4.13,['Kafe'],Buah Batu,,"Jl. Buah Batu No. 238, Buah Batu, Bandung",Rp. 0,Rp. 50.000,https://pergikuliner.com/restaurants/bandung/cheskee-buah-batu
Lucy In The Sky,4.07,['Barat'],Dago Bawah,,"Jl. Ir. H. Juanda No. 171, Dago Bawah, Bandung",Rp. 100.000,Rp. 200.000,https://pergikuliner.com/restaurants/bandung/lucy-in-the-sky-dago-bawah
Chacha Mango,4.13,['Dessert'],Supratman,,"Jl. Cisokan No. 7, Supratman, Bandung",Rp. 0,Rp. 50.000,https://pergikuliner.com/restaurants/bandung/chacha-mango-supratman
Kedai Mie Dago,3.80,['Indonesia'],Dago Atas,,"Jl. Ir. H. Juanda No. 209, Dago Atas, Bandung",Rp. 0,Rp. 50.000,https://pergikuliner.com/restaurants/bandung/kedai-mie-dago-dago-atas
Bakmi Plengkung Gading,3.69,['Indonesia'],Riau,,"Jl. Cendana No. 7, Riau, Bandung",Rp. 0,Rp. 50.000,https://pergikuliner.com/restaurants/bandung/bakmi-plengkung-gading-riau
Restoran Simpang Raya,4.13,['Indonesia'],Pasteur,,"Jl. Dr. Djunjunan No. 182, Pasteur, Bandung",Rp. 0,Rp. 50.000,https://pergikuliner.com/restaurants/bandung/restoran-simpang-raya-pasteur-1
Kopimilik,3.95,['Kafe'],Kiaracondong,,"Jl. H. Ibrahim Adjie No. 107 (Rooftop Lantai 3), Kiaracondong, Bandung",Rp. 0,Rp. 50.000,https://pergikuliner.com/restaurants/bandung/kopimilik-kiaracondong
Warung Nasi Ampera,3.95,['Indonesia'],Arcamanik,,"Jl. Arcamanik Endah No. 38, Arcamanik, Bandung",Rp. 0,Rp. 50.000,https://pergikuliner.com/restaurants/bandung/warung-nasi-ampera-arcamanik
RM Ma' Uneh,3.95,['Indonesia'],Pajajaran,,"Jl. Terasana No. 132, Pajajaran, Bandung",Rp. 0,Rp. 50.000,https://pergikuliner.com/restaurants/bandung/rm-ma-uneh-pajajaran
Pino Terrace - Nara Park,4.00,['Kafe'],Ciumbuleuit,Nara Park,"Jl. Ranca Bentang No. 28, Ciumbuleuit, Bandung",Rp. 0,Rp. 50.000,https://pergikuliner.com/restaurants/bandung/pino-terrace-nara-park-ciumbuleuit
Carla Living,3.92,['Kafe'],Pasir Koja,"Festival Citylink, Lantai Ground","Jl. Peta No. 241, Pasir Koja, Bandung",Rp. 50.000,Rp. 100.000,https://pergikuliner.com/restaurants/bandung/carla-living-pasir-koja
Bolen Lilit,3.88,"['Toko Kue', 'Barat', 'Indonesia']",Trunojoyo,,"Jl. Trunojoyo No. 38, Trunojoyo, Bandung",Rp. 0,Rp. 50.000,https://pergikuliner.com/restaurants/bandung/bolen-lilit-trunojoyo
Imperial Kitchen & Dimsum,4.00,['China'],Pasteur,"D'Botanica, Lantai Ground","Jl. Dr. Djunjunan 143 - 149, Pasteur, Bandung",Rp. 50.000,Rp. 100.000,https://pergikuliner.com/restaurants/bandung/imperial-kitchen-dan-dimsum-pasteur
Kafe Kebon,3.77,['Kafe'],Dipatiukur,,"Jl. Bagusrangin No. 7, Dipatiukur, Bandung",Rp. 0,Rp. 50.000,https://pergikuliner.com/restaurants/bandung/kafe-kebon-dipatiukur
Dum Dum Thai Drinks,3.78,['Minuman'],Gatot Subroto,"Trans Studio Mall Bandung, Lantai 2","Jl. Gatot Subroto No. 289, Gatot Subroto, Bandung",Rp. 0,Rp. 50.000,https://pergikuliner.com/restaurants/bandung/dum-dum-thai-drinks-gatot-subroto-2
168 Tattoo & Coffee,3.76,['Kafe'],Mekar Wangi,,"Jl. Mekar Laksana No. 21, Mekar Wangi, Bandung",Rp. 0,Rp. 50.000,https://pergikuliner.com/restaurants/bandung/168-tattoo-dan-coffee-mekar-wangi
Tempat Makan Bandung,3.72,['Kafe'],Dago Atas,,"Jl. Dago Giri No. 90, Dago Atas, Bandung",Rp. 0,Rp. 50.000,https://pergikuliner.com/restaurants/bandung/tempat-makan-bandung-dago-atas
OZT Pork Ribs,3.78,['Barat'],Pasir Kaliki,"Paskal Hypersquare, Blok B No. 60","Jl. Pasir Kaliki No. 25 - 27, Pasir Kaliki, Bandung",Rp. 100.000,Rp. 200.000,https://pergikuliner.com/restaurants/bandung/ozt-pork-ribs-pasir-kaliki-2
J.CO Donuts & Coffee,3.70,['Kafe'],Pasir Koja,"Festival Citylink, Lantai Ground","Jl. Peta No. 241, Pasir Koja, Bandung",Rp. 0,Rp. 50.000,https://pergikuliner.com/restaurants/bandung/j-co-donuts-dan-coffee-pasir-koja
Doa Mande,4.50,['Indonesia'],Sukajadi,,"Jl. Sukajadi No. 225B (Sebelah Pom Bensin), Sukajadi, Bandung",Rp. 0,Rp. 50.000,https://pergikuliner.com/restaurants/bandung/doa-mande-sukajadi
Sonowae Coffee Pastry Kitchen,3.72,['Minuman'],Setiabudhi,,"Jl. Dr. Setiabudhi No. 170, Setiabudhi, Bandung",Rp. 0,Rp. 50.000,https://pergikuliner.com/restaurants/bandung/sonowae-coffee-pastry-kitchen-setiabudhi
Kaki Bukit,4.40,['Kafe'],Lembang,,"Jl. Maribaya No. 16, Lembang, Bandung",Rp. 0,Rp. 50.000,https://pergikuliner.com/restaurants/bandung/kaki-bukit-lembang
Nasi Goreng Mafia,3.63,['Indonesia'],Dipatiukur,,"Jl. Dipatiukur No. 51, Dipatiukur, Bandung",Rp. 0,Rp. 50.000,https://pergikuliner.com/restaurants/bandung/nasi-goreng-mafia-dipatiukur
De'Medellin Coffee,4.13,['Kafe'],Ahmad Yani,,"Jl. Gudang Selatan No. 88, Ahmad Yani, Bandung",Rp. 0,Rp. 50.000,https://pergikuliner.com/restaurants/bandung/de-medellin-coffee-ahmad-yani
Iga Bakar Si Jangkung,4.13,['Indonesia'],Setiabudhi,"Setiabudhi Supermarket, The Kiosk","Jl. Dr. Setiabudhi No. 42 - 46, Setiabudhi, Bandung",Rp. 0,Rp. 50.000,https://pergikuliner.com/restaurants/bandung/iga-bakar-si-jangkung-setiabudhi
Sigli Jaya,4.00,['Indonesia'],Dago Atas,,"Jl. Tubagus Ismail Raya No. 22, Dago Atas, Bandung",Rp. 0,Rp. 50.000,https://pergikuliner.com/restaurants/bandung/sigli-jaya-dago-atas
Senusa,3.76,['Indonesia'],Setiabudhi,,"Jl. Karangsari No. 16, Setiabudhi, Bandung",Rp. 50.000,Rp. 100.000,https://pergikuliner.com/restaurants/bandung/senusa-setiabudhi
Sambal Bakar Mang Ujang,3.67,['Indonesia'],Lengkong,,"Jl. Sasak Gantung No. 19, Lengkong, Bandung",Rp. 0,Rp. 50.000,https://pergikuliner.com/restaurants/bandung/sambal-bakar-mang-ujang-lengkong
Oom Resto,3.77,['Indonesia'],Trunojoyo,,"Jl. Bahureksa No. 14, Trunojoyo, Bandung",Rp. 0,Rp. 50.000,https://pergikuliner.com/restaurants/bandung/oom-resto-trunojoyo
Kopi Molo,3.85,['Kafe'],Pungkur,,"Jl. Pungkur No. 101, Pungkur, Bandung",Rp. 0,Rp. 50.000,https://pergikuliner.com/restaurants/bandung/kopi-molo-pungkur
Super Sushi,4.00,['Jepang'],Antapani,,"Jl. Purwakarta No. 97A, Antapani, Bandung",Rp. 0,Rp. 50.000,https://pergikuliner.com/restaurants/bandung/super-sushi-antapani
Mie Soobek,3.95,['China'],Sarijadi,,"Jl. Sarimadu No. 28A, Sarijadi, Bandung",Rp. 0,Rp. 50.000,https://pergikuliner.com/restaurants/bandung/mie-soobek-sarijadi
Sloow,3.95,['Kafe'],Ahmad Yani,,"Jl. Gudang Utara No. 40B, Ahmad Yani, Bandung",Rp. 0,Rp. 50.000,https://pergikuliner.com/restaurants/bandung/sloow-ahmad-yani
Hejo Eatery,4.00,['Vegetarian'],Cipaganti,,"Jl. Prof. Eyckman No. 26, Cipaganti, Bandung",Rp. 0,Rp. 50.000,https://pergikuliner.com/restaurants/bandung/hejo-eatery-cipaganti
Sate Ayam Damri,3.95,['Indonesia'],Soekarno Hatta,,"Jl. Soekarno Hatta (Samping PT Meprofarm Bandung), Soekarno Hatta, Bandung",Rp. 0,Rp. 50.000,https://pergikuliner.com/restaurants/bandung/sate-ayam-damri-soekarno-hatta
Kopi Kiran Kamu,4.00,['Kafe'],Andir,,"Jl. Kebon Jati No. 138A, Andir, Bandung",Rp. 0,Rp. 50.000,https://pergikuliner.com/restaurants/bandung/kopi-kiran-kamu-andir
CFC,4.00,,['Sukajadi'],"The Island, Lantai 1","Jl. Sukajadi No. 5, Sukajadi, Bandung",Rp. 0,Rp. 50.000,https://pergikuliner.com/restaurants/bandung/cfc-sukajadi-2
Sersu Serba Susu Lembang,4.30,['Kafe'],Lembang,,"Jl. Grand Hotel No. 32B, Lembang, Bandung",Rp. 0,Rp. 50.000,https://pergikuliner.com/restaurants/bandung/sersu-serba-susu-lembang-lembang
Boost,4.50,['Minuman'],Pasir Kaliki,"23 Paskal Shopping Center, Lantai 2","Jl. Pasir Kaliki No. 25 - 27, Pasir Kaliki, Bandung",Rp. 0,Rp. 50.000,https://pergikuliner.com/restaurants/bandung/boost-pasir-kaliki
Osiris Coffee,3.80,['Kafe'],Lengkong,,"Jl. Lengkong Kecil No. 26B, Lengkong, Bandung",Rp. 0,Rp. 50.000,https://pergikuliner.com/restaurants/bandung/osiris-coffee-lengkong-2
Raa Cha,3.88,['Thailand'],Merdeka,"Bandung Indah Plaza, Lantai 3","Jl. Merdeka No. 56, Merdeka, Bandung",Rp. 50.000,Rp. 100.000,https://pergikuliner.com/restaurants/bandung/raa-cha-merdeka
Dunkin' Donuts,3.92,['Donat'],Dewi Sartika,"The Kings, Lantai Ground","Jl. Kepatihan No. 11 - 17, Dewi Sartika, Bandung",Rp. 0,Rp. 50.000,https://pergikuliner.com/restaurants/bandung/dunkin-donuts-dewi-sartika
BreadTalk,3.88,['Toko Roti dan Kue'],Dago Bawah,,"Jl. Sawunggaling No. 1, Dago Bawah, Bandung",Rp. 0,Rp. 50.000,https://pergikuliner.com/restaurants/bandung/breadtalk-dago-bawah
Tokyo Belly,3.92,['Jepang'],Pasir Kaliki,"23 Paskal Shopping Center, Lantai 3","Jl. Pasir Kaliki No. 25 - 27, Pasir Kaliki, Bandung",Rp. 50.000,Rp. 100.000,https://pergikuliner.com/restaurants/bandung/tokyo-belly-pasir-kaliki
1994 Coffee,3.88,['Kafe'],Dago Atas,,"Jl. Bukit Pakar Timur No. 10, Dago Atas, Bandung",Rp. 0,Rp. 50.000,https://pergikuliner.com/restaurants/bandung/1994-coffee-dago-atas
Boemi Joglo,3.92,['Indonesia'],Dago Atas,,"Jl. Rancakendal Luhur No. 17, Dago Atas, Bandung",Rp. 50.000,Rp. 100.000,https://pergikuliner.com/restaurants/bandung/boemi-joglo-dago-atas
Big Pond Coffee,3.92,['Kafe'],Balonggede,,"Jl. Balonggede No. 57A, Balonggede, Bandung",Rp. 0,Rp. 50.000,https://pergikuliner.com/restaurants/bandung/big-pond-coffee-balonggede
Miamie Steak by Sawce,3.87,['Barat'],Riau,,"Jl. Anggrek No. 42, Riau, Bandung",Rp. 0,Rp. 50.000,https://pergikuliner.com/restaurants/bandung/miamie-steak-by-sawce-riau
MBK Mie Bakar Kojo,3.80,['Indonesia'],Sarijadi,,"Jl. Perintis No. 13 - 15, Sarijadi, Bandung",Rp. 0,Rp. 50.000,https://pergikuliner.com/restaurants/bandung/mbk-mie-bakar-kojo-sarijadi
J.CO Donuts & Coffee,3.80,['Kafe'],Gatot Subroto,"Trans Studio Mall Bandung, Lantai 1","Jl. Gatot Subroto No. 289, Gatot Subroto, Bandung",Rp. 0,Rp. 50.000,https://pergikuliner.com/restaurants/bandung/j-co-donuts-dan-coffee-gatot-subroto
HDL 293 Cilaki,3.83,['Indonesia'],Cilaki,,"Jl. Cilaki No. 36, Cilaki, Bandung",Rp. 50.000,Rp. 100.000,https://pergikuliner.com/restaurants/bandung/hdl-293-cilaki-cilaki
Pirameat - Souffle & Co.,3.87,['Barat'],Laswi,,"Jl. Laswi No. 1N, Laswi, Bandung",Rp. 100.000,Rp. 200.000,https://pergikuliner.com/restaurants/bandung/pirameat-souffle-dan-co-laswi
Kriste Bakery,3.87,['Toko Roti dan Kue'],Riau,,"Jl. Bengawan No. 82, Riau, Bandung",Rp. 0,Rp. 50.000,https://pergikuliner.com/restaurants/bandung/kriste-bakery-riau
Imperial Kitchen & Dimsum,3.65,['China'],Pasir Kaliki,"23 Paskal Shopping Center, Lantai 2","Jl. Pasir Kaliki No. 25 - 27, Pasir Kaliki, Bandung",Rp. 50.000,Rp. 100.000,https://pergikuliner.com/restaurants/bandung/imperial-kitchen-dan-dimsum-pasir-kaliki
Rumah Miring,3.62,['Kafe'],Dago Atas,,"Jl. Dago Giri No. 119, Dago Atas, Bandung",Rp. 50.000,Rp. 100.000,https://pergikuliner.com/restaurants/bandung/rumah-miring-dago-atas
Baso Bintang Avon,3.76,['Indonesia'],Buah Batu,,"Jl. Buah Batu No. 1, Buah Batu, Bandung",Rp. 0,Rp. 50.000,https://pergikuliner.com/restaurants/bandung/baso-bintang-avon-buah-batu
Kurasa Brew Coffee and Meal,4.00,['Kafe'],Antapani,,"Jl. Kuningan Raya No. 100, Antapani, Bandung",Rp. 0,Rp. 50.000,https://pergikuliner.com/restaurants/bandung/kurasa-brew-coffee-and-meal-antapani
Kue Balok Mang Salam Nasution,4.07,['Indonesia'],Ujung Berung,,"Jl. A. H. Nasution No. 162, Ujung Berung, Bandung",Rp. 0,Rp. 50.000,https://pergikuliner.com/restaurants/bandung/kue-balok-mang-salam-nasution-ujung-berung
Rooftop Coffee 1896,4.07,,['Pajajaran'],,"Jl. Pajajaran No. 42, Pajajaran, Bandung",Rp. 0,Rp. 50.000,https://pergikuliner.com/restaurants/bandung/rooftop-coffee-1896-pajajaran
Meet.Pot,4.20,['Kafe'],Aceh,,"Jl. Aceh No. 66, Aceh, Bandung",Rp. 0,Rp. 50.000,https://pergikuliner.com/restaurants/bandung/meet-pot-aceh
Siomay SG,4.13,['Indonesia'],Buah Batu,,"Jl. Margacinta No. 91, Buah Batu, Bandung",Rp. 0,Rp. 50.000,https://pergikuliner.com/restaurants/bandung/siomay-sg-buah-batu
Waroeng Steak & Shake,3.63,['Barat'],Merdeka,,"Jl. Purnawarman No. 72, Merdeka, Bandung",Rp. 0,Rp. 50.000,https://pergikuliner.com/restaurants/bandung/waroeng-steak-dan-shake-merdeka
Cuanki Asli Bandung,4.30,['Indonesia'],Gegerkalong,,"Jl. Pak Gatot II No. 23, Gegerkalong, Bandung",Rp. 0,Rp. 50.000,https://pergikuliner.com/restaurants/bandung/cuanki-asli-bandung-gegerkalong
Iji Sociopetal Space,4.30,['Kafe'],Surapati,,"Jl. Bojong Koneng No. 16, Surapati, Bandung",Rp. 0,Rp. 50.000,https://pergikuliner.com/restaurants/bandung/iji-sociopetal-space-surapati
Gulu Gulu,3.67,['Minuman'],Pasir Kaliki,"23 Paskal Shopping Center, Lantai 3","Jl. Pasir Kaliki No. 25 - 27, Pasir Kaliki, Bandung",Rp. 0,Rp. 50.000,https://pergikuliner.com/restaurants/bandung/gulu-gulu-pasir-kaliki-2
Chia-Yo,4.00,['Yoghurt'],Sukajadi,"Paris Van Java, Lantai Ground (Resort Level)","Jl. Sukajadi No. 137 - 139, Sukajadi, Bandung",Rp. 0,Rp. 50.000,https://pergikuliner.com/restaurants/bandung/chia-yo-sukajadi
Warkop Gemboel 1,3.95,['Indonesia'],Ciumbuleuit,,"Jl. Ciumbuleuit No. 106, Ciumbuleuit, Bandung",Rp. 0,Rp. 50.000,https://pergikuliner.com/restaurants/bandung/warkop-gemboel-1-ciumbuleuit
RM Linggarjati,3.65,['Indonesia'],Balonggede,,"Jl. Balonggede No. 1, Balonggede, Bandung",Rp. 50.000,Rp. 100.000,https://pergikuliner.com/restaurants/bandung/rm-linggarjati-balonggede
Sate Wakacow,3.63,['Indonesia'],Dipatiukur,,"Jl. Dipatiukur, Dipatiukur, Bandung",Rp. 0,Rp. 50.000,https://pergikuliner.com/restaurants/bandung/sate-wakacow-dipatiukur
Laksa 63,3.75,['Indonesia'],Trunojoyo,,"Jl. Sultan Tirtayasa No. 19, Trunojoyo, Bandung",Rp. 0,Rp. 50.000,https://pergikuliner.com/restaurants/bandung/laksa-63-trunojoyo
Keuken - Hotel De Paviljoen Bandung,3.88,"['Indonesia', 'Italia', 'Barat']",Riau,"Hotel De Paviljoen Bandung, Lantai Ground","Jl. LLRE Martadinata No. 68, Riau, Bandung",Rp. 100.000,Rp. 200.000,https://pergikuliner.com/restaurants/bandung/keuken-hotel-de-paviljoen-bandung-riau
Chaboji,3.96,['Snack'],Sarijadi,,"Jl. Prof. Dr. Surya Sumantri No. 49, Sarijadi, Bandung",Rp. 0,Rp. 50.000,https://pergikuliner.com/restaurants/bandung/chaboji-sarijadi
Hellikopi,3.88,['Kafe'],Gegerkalong,,"Jl. Gegerkalong Hilir No. 181, Gegerkalong, Bandung",Rp. 0,Rp. 50.000,https://pergikuliner.com/restaurants/bandung/hellikopi-gegerkalong
Kkuldak,3.67,['Snack'],Merdeka,"Bandung Electronic Center, Lantai Upper Street","Jl. Purnawarman No. 13 - 15, Merdeka, Bandung",Rp. 0,Rp. 50.000,https://pergikuliner.com/restaurants/bandung/kkuldak-merdeka
Qual Coffee,3.77,['Kafe'],Buah Batu,,"Jl. Kancra No. 44, Buah Batu, Bandung",Rp. 0,Rp. 50.000,https://pergikuliner.com/restaurants/bandung/qual-coffee-buah-batu
Sea Como Sea - Blackbird Hotel,3.71,['Kafe'],Lembang,Blackbird Hotel,"Jl. Sersan Bajuri No. 9, Lembang, Bandung",Rp. 50.000,Rp. 100.000,https://pergikuliner.com/restaurants/bandung/sea-como-sea-blackbird-hotel-lembang
Equal Coffee,4.13,['Kafe'],Buah Batu,,"Jl. Kliningan No. 2, Buah Batu, Bandung",Rp. 0,Rp. 50.000,https://pergikuliner.com/restaurants/bandung/equal-coffee-buah-batu
Casa Le Savoye,4.40,['Kafe'],Kota Baru Parahyangan,,"Jl. Bujanggamanik Kav 11 No. 2C, Kota Baru Parahyangan, Bandung",Rp. 50.000,Rp. 100.000,https://pergikuliner.com/restaurants/bandung/casa-le-savoye-kota-baru-parahyangan
